IMI;TAXAS_MULTAS_OUTROS_IMPOSTOS;FINANCIAMENTO_UNIAO_EUROPEIA;IMPOSTOS_MUNICIPAIS;IUC;TRANSFERENCIAS_ORCAMENTO_ESTADO;ldk;IMT;CODIGO_PERIODO;CODIGOINE;DSC_AUTARQUIA;VENDA_BENS_SERVICOS;DERRAMA_IRC;RECEITAS_TOTAIS;OUTRAS_RECEITAS
15921.94;52885.83;60926.85;158241.2;20937.77;1092605;T1_1801;64487.4;T1;1801;ARMAMAR;238574.02;4008.26;1762885.53;212538.46
14878.46;33991.62;1113498.04;270816.83;80722.65;2015238;T1_0104;137716.37;T1;0104;AROUCA;544820.4;3507.73;4128397.24;184023.97
5650.31;16204.81;82973.34;84054;25102.89;1493364;T1_0702;30686.37;T1;0702;ARRAIOLOS;249564.17;6409.62;1986300.15;76344.64
1977.97;3429.2;171412.96;16387.97;9504.07;941058;T1_1202;1476.73;T1;1202;ARRONCHES;107190.27;0;1368486.59;132437.39
35072.98;57656.93;9844.01;262100.35;66908.84;844251;T1_1102;71966.07;T1;1102;ARRUDA DOS VINHOS;627538.49;30495.53;2393937.67;650203.82
154810.49;547248.99;593125.94;2478616.88;440531.86;2094519;T1_0105;1235066.11;T1;0105;AVEIRO;934655.87;100959.43;6300281.18;199363.49
4538.34;16090.47;25782.47;134036.61;16332.68;1298961;T1_1203;80479.78;T1;1203;AVIS;103201.84;16595.34;2143697.56;581715.64
33058.48;159155.43;70181.06;599164.44;158307.45;1227009;T1_1103;180845.34;T1;1103;AZAMBUJA;657246.73;67797.74;3143327.28;589726.05
16889.2;132862.07;262427.63;262557.95;65721.58;1834071;T1_1302;47085.1;T1;1302;BAIÃO;397452.51;0;3264744.07;508234.98
270671.92;716301.61;325461.58;2077828.98;549699.91;5790642;T1_0302;539062.23;T1;0302;BARCELOS;879320.24;2093.31;12882629.33;3809376.53
246.2;5576.75;12500;13068.96;5396.12;766743;T1_0204;1849.89;T1;0204;BARRANCOS;46087.21;0;885906.67;47507.5
198634.85;1489177.62;1397.5;2380108.92;312862.53;2326381;T1_1504;379433.92;T1;1504;BARREIRO;2152065.08;0;7323694.56;463742.06
25609.7;141292.15;62044.48;328213.67;89771.02;961110;T1_1004;65804.99;T1;1004;BATALHA;156496.15;5735.81;1649437.03;141572.73
60855.22;138252.73;904704.78;688013.72;162474.63;2579751;T1_0205;300260.66;T1;0205;BEJA;1380772.51;26170.48;5689480.24;136238.23
7699.28;11022.89;580027.35;58787.9;24181.55;921639;T1_0501;15884.18;T1;0501;BELMONTE;168836.81;0;1785297.28;56006.22
116460.89;30804.59;650080.21;610122.45;139876.75;1058202;T1_1405;284730.48;T1;1405;BENAVENTE;790047.3;38249.74;4153348.52;1044896.56
23982.94;129451.74;195982.32;273827.39;64381.48;886110;T1_1005;51331.9;T1;1005;BOMBARRAL;423791.35;4679.33;2396124.64;616413.58
16255.32;39256.51;16712;117471.17;24833.99;860875;T1_0703;36074.05;T1;0703;BORBA;313946.01;1051.3;1639975.21;330971.03
0;50208.9;902107.81;50208.9;0;1337522.73;T1_1702;0;T1;1702;BOTICAS;181673.07;0;2526160.46;54647.95
360055.08;1195482.29;1771269.7;4802418.99;863693.19;5126270.5;T1_0303;2206849.63;T1;0303;BRAGA;371039.63;176338.8;17802623.1;5731624.28
49199.12;239865.79;792803.27;624365.74;159070.61;3382956;T1_0402;176230.22;T1;0402;BRAGANÇA;1885923.16;0;6975947.97;289899.8
24826.77;126973;357946.05;264949.53;57893.86;1637202;T1_0304;48335.81;T1;0304;CABECEIRAS DE BASTO;365006.66;6920.09;3259227.24;634123
26380.31;44400.08;133407.35;264369.01;57503.26;1124957;T1_1104;136085.36;T1;1104;CADAVAL;412560.76;0;2008563.23;73269.11
156756.68;225019.05;624449.79;1571202.42;257240.21;1618224;T1_1006;930077.09;T1;1006;CALDAS DA RAINHA;598312.18;2109.39;4697352.11;285163.72
27645.38;20953.78;67269.26;163874.96;45546.43;1527384;T1_3101;69729.37;T1;3101;CALHETA (MADEIRA);188486.28;0;1956754.39;9739.89
3747.14;4611.3;0;29994.74;16019.74;785485;T1_4501;4978.91;T1;4501;CALHETA (SÃO JORGE);90094.2;637.65;957231.25;51657.31
68378;86725.45;0;309196.4;108296.61;1818504;T1_3102;45796.34;T1;3102;CÂMARA DE LOBOS;103342.03;0;2257416.46;26374.03
50661.98;83232.98;215804.95;476381.97;92165.83;1513845;T1_1602;247274.31;T1;1602;CAMINHA;789956.22;3046.87;3342096.73;346108.59
11069.64;124191.32;283357.3;224697.81;24689.6;1053738;T1_1204;63274.2;T1;1204;CAMPO MAIOR;143814.23;1473.05;1923744.44;218137.1
76293.88;114646.76;0;528604.13;161125.77;2197866;T1_0602;163419.58;T1;0602;CANTANHEDE;274699.44;13118.14;3232160.08;230990.51
5816.6;16879.93;427521.82;59693.32;19949.15;1441572;T1_0403;17047.64;T1;0403;CARRAZEDA DE ANSIÃES;99710.57;0;2295135.36;266637.65
6627.79;120077.76;322595.34;189891.82;40266.14;956481;T1_1802;22920.13;T1;1802;CARREGAL DO SAL;51681.33;0;1645291.69;124642.2
58495.83;65887.26;572515.18;537779.69;109013.15;1117170;T1_1406;300052.56;T1;1406;CARTAXO;494535.62;4330.89;3139726.08;417725.59
1106367.49;3405996.75;452429.72;10328503.17;1339204.33;4593378;T1_1105;4476934.6;T1;1105;CASCAIS;3302365.35;0;34177920.86;15501244.62
4040.03;43232.06;46001.58;61221.34;9623.06;727059;T1_1007;4059.95;T1;1007;CASTANHEIRA DE PÊRA;84965.59;266.24;5345504.81;4426257.3
110742.17;167266.53;1292707.6;1186084.13;236882.76;3926598;T1_0502;671192.67;T1;0502;CASTELO BRANCO;1448097.38;0;8724033.8;870546.69
12831.77;62172.97;0;170982.76;55350.38;1350759;T1_0106;40627.64;T1;0106;CASTELO DE PAIVA;277087.33;0;1979973.14;181144.05
3809.17;16561.29;246009.73;30908.12;3481.75;941052;T1_1205;7055.91;T1;1205;CASTELO DE VIDE;191910.98;0;1474431.27;64550.44
18699.18;41669.87;1210690.07;189647.57;59684.29;1899096;T1_1803;69594.23;T1;1803;CASTRO DAIRE;332520.1;0;4107180.86;475227.12
42619.63;39199.92;72788.17;248323.45;37613.5;852951;T1_0804;128890.4;T1;0804;CASTRO MARIM;394571.54;0;1637615.78;68981.62
3505.9;9144.2;750948.79;129166.69;32680.26;1358733;T1_0206;61523.35;T1;0206;CASTRO VERDE;338706.63;22312.98;2696021.96;118466.85
8758.77;126653.48;381968.56;190406.15;29977.28;1326703;T1_0903;25016.62;T1;0903;CELORICO DA BEIRA;113157.36;0;2417628.67;405393.6
218468.32;87907.03;1024917.01;487557.39;64972.87;1807827;T1_0305;116209.17;T1;0305;CELORICO DE BASTO;428891.09;0;4036121.61;286929.12
14389.78;5155.21;142601.43;119295.56;33784.69;1684485;T1_1407;56381.06;T1;1407;CHAMUSCA;168441.94;9584.82;2987492.13;872668.2
71932.55;236661.2;1058371.18;873193;184435.54;3230169;T1_1703;380163.71;T1;1703;CHAVES;1808295.45;0;8289881.54;1319852.91
13436.77;63857.1;266501.76;169349.06;63479.28;1894626;T1_1804;28575.91;T1;1804;CINFÃES;80217.78;0;3695269.77;1284575.17
101328.37;715926.36;725749.45;3571988.45;718917.71;4244478;T1_0603;1939726.59;T1;0603;COIMBRA;2377796.1;96089.42;19191114.52;8271102.52
46874.7;284727.9;11072.91;526206.61;74659.7;1012026;T1_0604;119944.31;T1;0604;CONDEIXA-A-NOVA;826832.91;0;2608786.2;232647.77
6990.88;6288.68;649930.45;43932.66;17090.98;768283;T1_1408;12361.71;T1;1408;CONSTÂNCIA;205011.11;1200.41;1960009.75;292852.53
34231.53;81185.38;477520.65;354202.21;76741.79;2491089;T1_1409;157109.43;T1;1409;CORUCHE;505440.17;4934.08;4245939.74;417687.71
1383.22;204.87;156557.17;3053.99;1465.9;362211;T1_4901;0;T1;4901;CORVO;3876.94;0;728263.62;202564.52
108815.96;3587350.48;1314102.63;4255461.58;204710.85;3011378;T1_0503;323882.44;T1;0503;COVILHÃ;822315.19;30701.85;9680207.23;276949.83
315.23;11164.88;103531.87;19552.15;5649.36;1273210;T1_1206;2422.68;T1;1206;CRATO;99335.37;0;1625253.11;129623.72
4885.66;26257.13;184494.49;289892.34;14270.39;762612;T1_0207;243692.35;T1;0207;CUBA;171521.92;786.81;1503480.83;94960.08
46690.11;55825.04;866605.35;1059329.87;86166.5;1939383;T1_1207;855953.34;T1;1207;ELVAS;1026385.32;14694.88;5548185;656481.46
94800.3;150595.11;856493.68;440008;95377.52;795859;T1_1410;86086.34;T1;1410;ENTRONCAMENTO;665167.15;13148.73;3108492.8;350964.97
60508.74;755798.62;87465.3;1150853.64;128536.22;1498929;T1_0107;179810.16;T1;0107;ESPINHO;968029.34;26199.9;5039197.79;1333920.51
99699.04;223869.2;34798.76;734280.24;180305.3;1544131;T1_0306;230406.7;T1;0306;ESPOSENDE;91218.52;0;3032918.21;628489.69
25625.28;169767.01;1319324.08;419235.99;125456.79;1678197;T1_0108;77365.5;T1;0108;ESTARREJA;354885.71;21021.41;4365347.59;593704.81
20489.06;90835.43;1340923.31;231644.91;52589.47;1683711;T1_0704;67730.95;T1;0704;ESTREMOZ;462970.98;0;3799782.64;80532.44
124946.62;629481.5;54622.57;1593524.1;274000.95;3227659;T1_0705;527156.44;T1;0705;ÉVORA;2033336.37;37938.59;8934390.93;2025248.89
120985.28;180677.03;620801.5;821432.16;213956.62;2990619;T1_0307;293006.31;T1;0307;FAFE;911331.34;12806.92;6480136.26;1135952.26
235614.68;485676.96;299818.7;2003826.08;493095.53;1584426;T1_0805;681686.42;T1;0805;FARO;482230.99;107752.49;5445036.09;1074734.32
105777.14;168179.6;3013052.54;822543.19;247851.47;2631912;T1_1303;281557.09;T1;1303;FELGUEIRAS;1847211.19;19177.89;9589129.71;1274410.79
8392.1;63431.9;184586.16;159117.52;26707.36;1544100;T1_0208;26838.73;T1;0208;FERREIRA DO ALENTEJO;156206.04;33747.43;2295670.78;251661.06
9615.04;67069.39;504.24;172249.05;36762.09;1147123;T1_1411;58802.53;T1;1411;FERREIRA DO ZÊZERE;505811.24;0;1952453.58;126766.05
73335.75;392817.31;395803.22;1433813.65;324548.69;2301557;T1_0605;366320.92;T1;0605;FIGUEIRA DA FOZ;1071759.55;276790.98;5596745.77;393812.35
2840.8;8797.67;450242.99;51029.61;5199.93;1599672;T1_0904;34191.21;T1;0904;FIGUEIRA DE CASTELO RODRIGO;200037.93;0;2377561.21;76578.68
10046.27;41821.64;90400.02;91747.26;23724.45;1072155;T1_1008;16154.9;T1;1008;FIGUEIRÓ DOS VINHOS;250871.19;0;1600368.87;95195.4
18504.7;22071.33;40977.93;78809.75;18939.18;981472;T1_0905;18774.8;T1;0905;FORNOS DE ALGODRES;90722.17;519.74;1212813.03;20831.18
4377.9;10842.77;451019.12;30392.89;7115.4;1136038;T1_0404;8056.82;T1;0404;FREIXO DE ESPADA À CINTA;116404.63;0;2333037.07;599182.43
8368.65;3569.31;45675.86;56632.85;12097.19;800591;T1_1208;29446.57;T1;1208;FRONTEIRA;133009.1;3151.13;1095377.78;59468.97
670319.51;1673516.29;0;4211280.22;576590.15;3708153;T1_3103;1290854.27;T1;3103;FUNCHAL;6205559.64;0;18292035.19;4167042.33
49090.9;206336.14;424327.06;828383.86;116352.75;2591505;T1_0504;455787.39;T1;0504;FUNDÃO;1283514.52;816.68;7664093.23;2536362.79
4831.41;27911.57;244267.28;57410.2;3972.63;954033;T1_1209;20694.59;T1;1209;GAVIÃO;187152.1;0;1550428.62;107566.04
12791.92;57016.4;301718.73;96016.98;12137.36;962158;T1_0606;14071.3;T1;0606;GÓIS;128708.87;0;1759649.31;271046.73
10197.21;70762.37;243363.78;160931.39;20966.54;737001;T1_1412;55877.67;T1;1412;GOLEGÃ;165934.3;3127.6;1728071.13;420840.66
429541.94;623940.46;509383.05;2782148.95;648323.29;4384825;T1_1304;966756.71;T1;1304;GONDOMAR;2710893.26;113586.55;15454405.92;5067155.66
26841.13;37255.75;254697.67;132215.95;54385.42;1636677;T1_0906;12867.86;T1;0906;GOUVEIA;506206.15;865.79;2622806.88;93010.11
103662.81;222856.33;242565.5;960133.26;44963.07;1551433;T1_1505;581268.71;T1;1505;GRÂNDOLA;504407.57;7382.34;3606251.25;347711.92
92562.61;97998.1;228683.84;673821.49;206535.32;3234450;T1_0907;271530.66;T1;0907;GUARDA;1990664.21;5194.8;7354629.74;1227010.2
420975.03;1397984.34;2526729.2;3754040.18;682879.72;5847255;T1_0308;1189777.01;T1;0308;GUIMARÃES;1873843.68;62424.08;16391149.82;2389281.76
21714.2;49079.9;110326.26;238306.89;78283.59;1525172;T1_4701;86255.01;T1;4701;HORTA;336273.06;2974.19;2219559.84;9481.63
8315.64;28202.16;247725.35;397528.04;17936.78;2805453;T1_0505;343073.46;T1;0505;IDANHA-A-NOVA;312963.99;0;3932284.78;168614.4
107445.18;167725.63;1270893.93;789509.4;224901.01;1376623;T1_0110;269962.05;T1;0110;ÍLHAVO;1165978.17;19475.53;5316671.98;713667.48
159707.02;216653.02;149702.28;2727022.02;165307.42;881972;T1_0806;2185354.56;T1;0806;LAGOA (ALGARVE);982045.66;0;4888263.38;147521.42
11959.97;44451.67;1950;348810.11;42378.21;1125753;T1_4201;232406.04;T1;4201;LAGOA (SÃO MIGUEL);424267.32;17614.22;3216281.3;1315500.87
285556.15;828179.83;44107.71;2656656.07;183135.3;893935;T1_0807;1354770.46;T1;0807;LAGOS;1701789.88;5014.33;5989280.42;692791.76
680.95;810.21;51893.85;10659.16;5164.52;642106;T1_4801;4003.48;T1;4801;LAJES DAS FLORES;28526.12;0;792674.85;59489.72
11807.95;4633.71;63999.53;41269.36;17871.53;941415;T1_4601;6956.17;T1;4601;LAJES DO PICO;100783.32;0;1188100.73;40633.52
70597.52;111394.23;1802849.27;452511.75;109933.76;1945698;T1_1805;160586.24;T1;1805;LAMEGO;1085773.73;0;6152546.77;865714.02
283287.62;710239.55;2092567.42;2559481.98;729796.23;3976137;T1_1009;777722.77;T1;1009;LEIRIA;1974076.99;58435.81;13163426.04;2561162.65
2980082.66;13956772.77;0;47775974.41;3963784.4;14709193;T1_1106;17690839.78;T1;1106;LISBOA;12747372.24;9184494.8;80424400.37;5191860.72
853808.61;1124569.42;1924064.58;5448802.35;520173.42;2301993;T1_0808;2924626.96;T1;0808;LOULÉ;1949716.96;25623.94;16144346.64;4519769.75
498470.36;1179851.74;7894.62;4782425.3;950382.98;4842094;T1_1107;1365875.55;T1;1107;LOURES;1569967.94;787844.67;18275843.94;7073462.08
113792.16;102069.78;359637.25;642346.54;123741.13;1163091;T1_1108;302743.47;T1;1108;LOURINHÃ;1063376.52;0;4819737.72;1591286.41
35974.86;117184.2;221514.04;303312.39;72842.88;1085976;T1_0607;77310.45;T1;0607;LOUSÃ;599388.58;0;2847814.65;637623.64
77016.39;305699.95;1573033.98;955885.22;177552.69;2269626;T1_1305;395616.19;T1;1305;LOUSADA;1060021.79;0;6759631.4;901064.41
10952.03;9301.3;56819.2;35701.87;15448.54;1516818;T1_1413;0;T1;1413;MAÇÃO;277510.7;0;1994550.41;107700.64
17781.38;202228.11;186867.61;333374.96;50545.93;2344249;T1_0405;62819.54;T1;0405;MACEDO DE CAVALEIROS;525611.9;0;4627043.52;1236940.05
49751.63;59756.66;275173.43;243706.65;87595.65;1454187;T1_3104;46602.71;T1;3104;MACHICO;266253.13;0;2256489.51;17169.3
6442.65;12286.12;0;70577.11;25107.7;1002966;T1_4602;26740.64;T1;4602;MADALENA;128590.77;0;1271469.12;69335.24
329246.09;1376009.11;51032.88;3428258.22;409397.5;1722540;T1_1109;1260717.28;T1;1109;MAFRA;1965761.07;52888.24;8395278.82;1227686.65
687427.49;510432;237420.97;3575844.59;681397.7;2927499;T1_1306;1556131.92;T1;1306;MAIA;1552242.57;140455.48;9855505.97;1562498.84
22030.66;239833.4;257934.03;438872.83;87475.09;1677180;T1_1806;66358.47;T1;1806;MANGUALDE;713220.86;23175.21;3357225.47;270017.75
2574.39;7583.14;203500.97;28634.12;12434.08;878951;T1_0908;6042.51;T1;0908;MANTEIGAS;130986.24;0;1339403.04;97330.71
80594.66;191371.84;686952.08;657670.75;218593.94;3148218;T1_1307;162557.37;T1;1307;MARCO DE CANAVESES;605056.93;4552.94;5690466.97;592569.21
86665.85;86988.15;395840.54;804139.92;210332.96;1380741;T1_1010;384979.57;T1;1010;MARINHA GRANDE;758164.55;35173.39;3479667.08;140781.07
5581.98;10000.26;142976.74;54058.6;12341.11;833808;T1_1210;26010.07;T1;1210;MARVÃO;153682.36;125.18;1267421.36;82895.66
458620.81;1140245.61;3150890.83;5221642.12;877341.36;3963429;T1_1308;2404697.01;T1;1308;MATOSINHOS;2154159.68;340737.33;21080716.13;6590594.5
10809.76;68785.62;0;304270.95;90650.05;1282410;T1_0111;124640.21;T1;0111;MEALHADA;1798194.62;9385.31;3663990.92;279115.35
3138.23;174187.87;1210554.03;209145.37;19051.93;1238679;T1_0909;12767.34;T1;0909;MEDA;643711.36;0;3524814.22;222724.46
6573.21;47538.78;514779.72;100604.82;35140.79;1523822;T1_1603;11352.04;T1;1603;MELGAÇO;654885.34;0;3777615.36;983523.48
3852.88;42714.83;336540.03;96328.3;22392.08;2517207;T1_0209;27368.51;T1;0209;MÉRTOLA;260114.5;0;3291691.51;81501.68
3647.18;22368.98;218864.38;53755.66;14026.77;748818;T1_1704;13712.73;T1;1704;MESÃO FRIO;274752.81;0;1569065.14;272874.29
17179.79;172743.75;127174.83;296280.62;63829.14;1036656;T1_0608;42527.94;T1;0608;MIRA;410965.01;0;2145970.74;274894.28
30882.2;82606.67;525810.08;358721.31;58063.36;682976;T1_0609;183856.9;T1;0609;MIRANDA DO CORVO;406094.66;3312.18;2136866.77;163264.72
406.22;23383.49;192820.92;47290.97;7750.67;1596945;T1_0406;15750.59;T1;0406;MIRANDA DO DOURO;198627.62;0;2061936.54;26252.03
21018.63;159048.67;869770.28;438036.99;87654.43;2334530;T1_0407;170315.26;T1;0407;MIRANDELA;962685.54;0;5064996.67;459973.86
3101.88;62520.09;665897.24;106818.41;27454.19;2145441;T1_0408;13742.25;T1;0408;MOGADOURO;299129.6;0;3382804.61;165518.36
9990.17;34527.42;333640.47;103221.3;39898.19;1379244;T1_1807;18805.52;T1;1807;MOIMENTA DA BEIRA;332625.86;0;2832048.1;683316.47
232395.8;363885.97;296807.12;1228282.98;247459.6;2549433;T1_1506;375921.17;T1;1506;MOITA;1699505.11;8620.44;5923847.28;149819.07
26204.43;51966.6;261227.76;256375.36;91742.76;1887348;T1_1604;86461.57;T1;1604;MONÇÃO;322545.05;0;3637782.77;910286.6
14904.12;30775.17;0;231853.15;19320.04;1543224;T1_0809;166853.82;T1;0809;MONCHIQUE;113704.09;0;2293372.78;404591.54
9667.74;22309.94;361701.68;81405.53;25766.56;1207002.88;T1_1705;23661.29;T1;1705;MONDIM DE BASTO;81356.29;0;2010263.18;278796.8
1409.85;13248.62;60647.27;25707.18;6670.23;990237;T1_1211;4378.48;T1;1211;MONFORTE;78264.35;0;1212942.43;58086.63
17390.19;51208.36;459600.8;155971.95;41272.04;2431022;T1_1706;46101.36;T1;1706;MONTALEGRE;516518.59;0;3947471.76;384358.42
27387.66;30722.65;7352.12;314700.46;69724.92;2514717;T1_0706;186865.23;T1;0706;MONTEMOR-O-NOVO;591960.83;0;3527348.23;98617.82
78737.64;303292.08;2195042.13;596345.25;105487.15;1664307;T1_0610;108514.6;T1;0610;MONTEMOR-O-VELHO;421851.68;313.78;5325674.92;448128.86
151811.34;606883.94;30491.36;2252982.54;229537.02;1438872;T1_1507;1251567.94;T1;1507;MONTIJO;603872.49;13182.3;5964683.67;1638465.28
7208.81;19990.34;131350.62;110432.66;18521.73;1090856;T1_0707;63245.13;T1;0707;MORA;88496.73;1466.65;1485457.89;64321.88
40260.75;60261.88;9335.24;174622.62;40157.48;1272219;T1_1808;33651.12;T1;1808;MORTÁGUA;300932.82;291.39;1921479.48;164369.8
14006.98;13026.79;727024.41;145245.05;49939.75;2274075;T1_0210;68271.53;T1;0210;MOURA;176109.57;0;3848347.61;525893.58
5448.36;1291.51;0;35244.2;5734.01;559194;T1_0708;21968.41;T1;0708;MOURÃO;41249.06;801.91;715807.08;80119.82
4812.12;24933.92;146445.33;54565.6;18248.32;1091365.29;T1_1707;6571.24;T1;1707;MURÇA;132475.82;0;1581555.69;156703.65
23223.59;22751.31;672937.7;130138.06;54583.73;883938;T1_0112;29579.43;T1;0112;MURTOSA;252070.54;0;1987607.75;48523.45
86775.81;138530.89;47232.59;502556.96;65513.4;836534;T1_1011;211736.86;T1;1011;NAZARÉ;644040.81;0;2856950.5;826586.14
20754.85;240003.92;275720.17;500028.62;56862.8;1180398;T1_1809;174736.45;T1;1809;NELAS;213880.81;7670.6;2277699.45;107671.85
8365.33;14991.53;122815.01;333612.49;13780.51;1584078;T1_1212;290645.3;T1;1212;NISA;310683.58;5829.82;2497340.5;146151.42
598.57;14082.82;106725.69;33992.8;10877.39;1042834;T1_4202;7930.34;T1;4202;NORDESTE;2609.02;503.68;1195496.75;9335.24
40920.14;997547.5;64617.46;1617853.34;47525.3;366368;T1_1012;531860.4;T1;1012;ÓBIDOS;821299.36;0;3140981.11;270842.95
60091.41;138051.2;156981.53;998708.45;105900.58;3421254;T1_0211;694190.27;T1;0211;ODEMIRA;1082566.09;474.99;5920719.38;261209.31
325244.72;1021654.96;12630.92;3265126.02;593223.51;3636589;T1_1116;1269585.16;T1;1116;ODIVELAS;1672222.6;55417.67;10266439.38;1679870.84
673058.73;974790.9;613323.96;7864967.03;2233154.64;4193622;T1_1110;2404599.32;T1;1110;OEIRAS;3409143.61;1579363.44;17706222.71;1625166.11
3462.83;10645.51;89725.07;46925.73;15055.07;1488525;T1_0506;17762.32;T1;0506;OLEIROS;273385.39;0;1980719.03;82157.84
152106.12;122824.04;318726.63;1172435.97;279736.83;1625731;T1_0810;617768.98;T1;0810;OLHÃO;474161.94;0;4676708.81;1085653.27
124139.09;300383.77;161079.92;1266434.91;314380.8;3033276;T1_0113;386006.67;T1;0113;OLIVEIRA DE AZEMÉIS;1505821.53;141524.58;6714156.35;747543.99
17793.13;60422.74;578195.19;253875.71;39374.66;1083978;T1_1810;116224.3;T1;1810;OLIVEIRA DE FRADES;141893.41;20060.88;2886539.36;828597.05
